StudentComments,sent_pretrained,target
she is a good teacher.,pos,pos
good,pos,pos
very good,pos,pos
over all he is nice teacher.,pos,pos
good,pos,pos
agree,neu,neu
he is a good teacher,pos,pos
he is a good teacher,pos,pos
best faculty,pos,pos
her personality is so good. teaching style is so realistic and very good.!,pos,pos
i can understand everything in this course . she is really nice and helpful,pos,pos
nice teacher,pos,pos
he is a good teacher,pos,pos
lame,neu,neu
i am satisfy with my grade,pos,pos
he is very strict with the students.he should create an environment for the students to do more practice on maths.,neu,neu
say nothing,neu,neu
sir is ok.,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
best,pos,pos
good,pos,pos
a good person.,pos,pos
good teacher,pos,pos
great,pos,pos
good,pos,pos
very nice his lecture quality,pos,pos
"very good madam,teaching nicely and helpful",pos,pos
good,pos,pos
he is a good teacher.,pos,pos
best,pos,pos
good,pos,pos
he is a good teacher and has vast knowledge about the subject matter.,pos,pos
best faculty in engineering management,pos,pos
sir is so awsome faculty. bosss sir,pos,pos
i have met 12 faculties in my 3 semester but among all awsome teacher he is the worst.he is looks like national university teacher.aiub authority must look at him,neg,neg
good teacher,pos,pos
"great teacher, great person. like him very much.",pos,pos
good,pos,pos
nice,pos,pos
very good,pos,pos
good,pos,pos
good enough,neu,neu
good,pos,pos
good,pos,pos
good teacher,pos,pos
he is so much friendly,pos,pos
he is a good teacher.,pos,pos
best,pos,pos
very good teacher,pos,pos
she is a nice teacher as well as a nice person,pos,pos
average,neu,neu
she gives us a clear understanding of related topics,pos,pos
g,neu,neu
good,pos,pos
good,pos,pos
good,pos,pos
she is a good faculty,pos,pos
good,pos,pos
not bad,neu,neu
he is a very good teacher.,pos,pos
he is a good teacher.,pos,pos
no,neu,neu
sir is a very kind and responsible about their student,pos,pos
overall good,pos,pos
good,pos,pos
sir is best,pos,pos
good,pos,pos
average grading prblm,neu,neu
he is good,pos,pos
he is a good faculty.,pos,pos
not good,neg,neg
good,pos,pos
no coments,neu,neu
good motivator,pos,pos
she is good,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
good,pos,pos
best faculty,pos,pos
satisfactory,neu,neu
good,pos,pos
good teacher,pos,pos
he teaches in a manner that demonstrates his industry experience and knowledge well.,pos,pos
good,pos,pos
good teacher,pos,pos
good,pos,pos
best faculty,pos,pos
great teacher,pos,pos
very good,pos,pos
he is a good teacher,pos,pos
good faculty,pos,pos
good,pos,pos
he is very good at teaching,pos,pos
he is gud & excellent in his lecture.,pos,pos
he is very good teacher,pos,pos
excellent,pos,pos
preety good,pos,pos
good faculty,pos,pos
good teacher,pos,pos
good,pos,pos
good,pos,pos
this is a new faculty. i really dont know him.,neg,neg
i enjoy his class very much.,pos,pos
sir is really buzy with his own project or something personal.coz he gives most of the time to his acer laptop.inspite of this.without any doubt he is a talented guy.with a gud sense of humour.,neu,neu
he is a great teacher. aiub needs more teachers like our sir.,pos,pos
best,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
agree with him.,neu,neu
good,pos,pos
good,pos,pos
ok,neu,neu
too much good teacher.,pos,pos
good,pos,pos
best teacher,pos,pos
good,pos,pos
good,pos,pos
moderately,neu,neu
very good,pos,pos
good,pos,pos
good,pos,pos
he is a fantastic teacher. he is motivating person. wish him a great person.,pos,pos
good teacher,pos,pos
faculty is very helpful,pos,pos
sir is awesome,pos,pos
"dear sir, you are the best faculty i have ever seen in my aiub life.",pos,pos
good teacher.,pos,pos
excellent teacher,pos,pos
good teacher,pos,pos
perfect teacher,pos,pos
??????? ??????? ???????? ????????? ??????????? ?????????? ?????????? ??????? ?? ???????????,neu,neu
ok,neu,neu
his teaching process is very good.,pos,pos
excellent,pos,pos
great teacher,pos,pos
performance is ok,pos,pos
great faculty,pos,pos
he can show great skills in teaching.,pos,pos
"not only a very good teacher but also a good person, who always tries to help the students with his smiling face.all the best sir.",pos,pos
good,pos,pos
"ahmed, moinuddin sir is a very good teacher.",pos,pos
overall he is a good teacher.,pos,pos
he is a excellent teacher.,pos,pos
marking is not great.,neg,neg
he is a good teacher,pos,pos
he is very helpful,pos,pos
she is good teacher and we can easily go with her teaching,pos,pos
satisfactory,neu,neu
good,pos,pos
he is really a good teacher.,pos,pos
good,pos,pos
i think he is a classical teacher.,neu,neu
good,pos,pos
best,pos,pos
he is a excellent teacher.,pos,pos
excellent faculty,pos,pos
"mam teaching style, attitude, personality everything is good. his chemistry lecture is also good. i never miss her lab class.",pos,pos
good,pos,pos
good,pos,pos
one of the best faculty of english department,pos,pos
good faculty,pos,pos
one of the best faculty of math department,pos,pos
good,pos,pos
good,pos,pos
she is a good teacher.,pos,pos
sir so good,pos,pos
well,neu,neu
ma'am has given me the opportunity to understand accounting more as a cse student. and she is very good. no comments for now. but i wish to have a faculty like ma'am in the future.,pos,pos
very good,pos,pos
good,pos,pos
ok,neu,neu
good,pos,pos
good,pos,pos
one of the best teacher i have ever see.!!,pos,pos
he's very helpful.,pos,pos
tasnim mam is a good teacher as well as good human being. she helps students a lot and also tries to understand students.,pos,pos
ideal teacher,pos,pos
ok,neu,neu
good,pos,pos
"sincere,careful,well skilled & friendly.",pos,pos
usually he gets nervous in the class. though he tries to explain us but because most of the time he fails.,neg,neg
good,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
good,pos,pos
he is a good speaker,pos,pos
he is perfect.,pos,pos
teaching method of israt mam is so good. i understand her all lecture easily. i want her class next time.,pos,pos
good,pos,pos
according to my perspective he is a nice teacher.,pos,pos
he is actual good teacher i have ever seen <3,pos,pos
overall good,pos,pos
good,pos,pos
good,pos,pos
agreed,neu,neu
very nice and good teacher indeed,pos,pos
carering teacher,neu,neu
very good teacher. i feel luck being his student.,pos,pos
very good,pos,pos
she is a really good and friendly teacher.,pos,pos
good,pos,pos
he is a good lecturer and friendly with student.,pos,pos
i think he is a good teacher,pos,pos
he is a good teacher,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
she is a nice faculty.she try to teach us well as she can.very very good faculty.,pos,pos
she is a good teacher,pos,pos
excellent,pos,pos
good,pos,pos
he is my favourite teacher because he always tried his best to understand the main points and also the basis of the every chapter of mathematics that is very helpful to me and all other students.,pos,pos
yes,pos,pos
such a smiling person.we r very much queries to attend his class. always answer the questions with a smile. sensior person. in a word a great teacher.,pos,pos
very careful teacher .,neu,neu
over all good at teaching.,pos,pos
she is a good teacher,pos,pos
all over he is very friendly with us thats why it is very easy to discuss any thing with him & i think he is a good teacher.,pos,pos
best,pos,pos
he is good person. i like his personality and his teaching technics,pos,pos
very .nice,pos,pos
she is a very good teacher,pos,pos
good faculty of aiub.,pos,pos
he is an outstanding teacher,pos,pos
sometimes behave rudely,neg,neg
best,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
thanks,pos,pos
he is good,pos,pos
3.5 points out of 5,neu,neu
very good,pos,pos
"helpful,supportive,inspiring and makes our study more comfortable with real life example",pos,pos
average,neu,neu
very god,pos,pos
i love her very much,pos,pos
his way of teaching is so so bad! i am unable to learn anything. i tried so hard to concentrate but not understand anything. he teaches worse than a primary school teacher. he doesn't clearly describe the assessments. my this course gone waste! one of the worst worst worst teacher ever.,neg,neg
bad,neg,neg
good teacher,pos,pos
good,pos,pos
"helps very much,one of the best",pos,pos
best,pos,pos
she is a nice teacher,pos,pos
well behaved.,pos,pos
very good,pos,pos
just wow,pos,pos
he is a good teacher,pos,pos
sir is very good,pos,pos
he is a good teacher,pos,pos
he is a good teacher,pos,pos
faculty is good and i am happy.,pos,pos
good,pos,pos
good,pos,pos
ok,neu,neu
he is a good person,pos,pos
all good,pos,pos
the teaching system of mam is very good,pos,pos
mam is very excellent,pos,pos
he is a very good faculty for this subject,pos,pos
good,pos,pos
he is good,pos,pos
very good,pos,pos
she is a good teacher,pos,pos
very sincire about his responsibilities and im bound to be sincire because of his strategy of teaching.,neu,neu
best ever faculty. encourage us and inspired us as well.,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
good teacher,pos,pos
very good,pos,pos
best teacher. and we realy learn something,pos,pos
he is awesome !!!,pos,pos
good,pos,pos
she is love??,pos,pos
he is a good teacher,pos,pos
good,pos,pos
good teacher,pos,pos
very nice teacher,pos,pos
he is knowledgeable,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
good faculty.,pos,pos
mr. wakaar raja is a nice and popular teacher amongst students. i wish him all the very best.,pos,pos
best teacher,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
awesome,pos,pos
he is a good teacher.but need to more flexible for bba students.,pos,pos
"she is kind of a mean teacher, specially with those students she personally doesn't like.",neg,neg
none,neu,neu
she is very good.,pos,pos
less informative,neg,neg
good,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher,pos,pos
good,pos,pos
good,pos,pos
smart and gud heart,pos,pos
he is a good teacher,pos,pos
good,pos,pos
a very good teacher,pos,pos
"he knows a lot but he has got difficulty in making others understand. in the class he gives a particular view of the subject matter but in the exams he wants us to answer from a different view, for which most of the students could not do well.",neg,neg
faculty,neu,neu
very helpful,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
he's one of the best english writing teacher.,pos,pos
the honorable faculty is very helpful and working to full capability,pos,pos
"sir, very good. i love doing his classes. he is behavior very friendly with students.",pos,pos
he is ok,pos,pos
good,pos,pos
good,pos,pos
gd,neu,neu
good,pos,pos
good,pos,pos
she is so nice and really a good teacher. she is so attentive.i am really lucky to have lucky mam.,pos,pos
she is a good teacher,pos,pos
good,pos,pos
ok,neu,neu
"lack in ability to manage classroom situation such as: discipline of students, proper decorum and orderliness in the classroom.",neg,neg
good enough.,neu,neu
a good faculty.,pos,pos
he is overall a good teacher,pos,pos
good,pos,pos
it was good,pos,pos
good,pos,pos
awesome,pos,pos
well,neu,neu
okay,neu,neu
she is a nice faculty.,pos,pos
he is a boring teacher,neg,neg
good,pos,pos
good faculty,pos,pos
good,pos,pos
good,pos,pos
she is good.,pos,pos
a very good teacher,pos,pos
good,pos,pos
good,pos,pos
i respect him a lot,pos,pos
nice personality,pos,pos
very bad,neg,neg
good,pos,pos
very good,pos,pos
helpful and frindly,pos,pos
he teaches us very nicely,pos,pos
better,pos,pos
i'm really satisfied with my course teachers.,pos,pos
"only have trouble with sentence structures in the quizzes but otherwise perfectly handled, thank you for taking care of us and hope to be in such care til the end",pos,pos
very good teacher,pos,pos
he gives good lectures.,pos,pos
he is good,pos,pos
good,pos,pos
sir is good.,pos,pos
shows intellectual grasp of the subject matter consistent with the course outline.,neu,neu
good,pos,pos
best,pos,pos
excellent,pos,pos
she is too good,pos,pos
good teacher,pos,pos
good,pos,pos
an overall good teacher.,pos,pos
good taecher,pos,pos
good teacher,pos,pos
good,pos,pos
good.knows many thing.,pos,pos
good,pos,pos
good,pos,pos
excillent teacher,neu,neu
good,pos,pos
he is a good teacher,pos,pos
good,pos,pos
he is good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
our faculty is very good,pos,pos
he is my favorite teacher.his activities helps me much. since his teaching i can be improving my english reading skill. i like him most,pos,pos
he is a very good teacher and very friendly with the students,pos,pos
z,pos,pos
good,pos,pos
good,pos,pos
"overall very good ,helpful faculty.",pos,pos
he is the best teacher,pos,pos
he is a good teacher,pos,pos
bad,neg,neg
excellent course.,pos,pos
she is a helpful teacher,pos,pos
very attentive person,pos,pos
we are proud rana sir,pos,pos
